owner_id,league_id,team_name,wins,losses,ties,pts_scored,pts_against
6,618416,Theee Trudat,6,6,1,1126,1127
3,618416,Team ThreeOnePub,6,7,0,970,997
1,618416,Team One More Blast,6,7,0,1159,1198
10,618416,Cedar Rapids Crickets,6,7,0,1078,1073
11,618416,White Oak Red Necks,4,9,0,1031,1088
13,618416,Team Kiley,6,7,0,963,1056
7,618416,Team Muff,4,9,0,914,1165
5,618417,Social Butterfly,8,6,0,1497,1419
1,618417,Game of Fucking Jones,8,6,0,1298,1312
9,618417,BEEFS LIBERAL CRUSADE,8,6,0,1331,1368
4,618417,Mikes  Word,7,7,0,1562,1393
8,618417,30 for 30: The Money Year*,5,9,0,1312,1424
7,618417,SHE DIDNT DODGE,6,8,0,1386,1436
10,618417,minstrel  lives matter ,7,7,0,1453,1514
3,618417,BEEFS SAFE SPACE,7,7,0,1435,1409
7,618419,Big Reds Burger Barn,9,4,1,1373,1207
3,618419,Sonoma Valley Silverbeasts,10,4,0,1324,1105
5,618419,Da Penguinz,8,6,0,1203,1214
1,618419,DOMINATION STATION,8,6,0,1401,1345
2,618419,The BA ALL DAY,3,10,1,923,1197
6,618419,Team Banion,7,7,0,1284,1202
4,618419,Dream Krusherz,6,8,0,1173,1258
8,618419,OP awesome sauce,4,10,0,1056,1209
1,618420, Schweddy Rawls,6,7,0,1192,1225
8,618420,Team Robinson,8,5,0,1245,1179
5,618420,Game of Inches,11,2,0,1391,1008
9,618420,Atlanta BigCatNasty,8,5,0,1208,1144
12,618420,Padre  Islanders,5,8,0,1195,1252
2,618420,Palmer? I Barely Know Her,6,7,0,1176,1155
7,618420,Team Lights Out,6,7,0,1100,1126
4,618420,KIPP -POW,5,8,0,1127,1242
10,618420,Hanging with Hernandez,6,7,0,999,1097
11,618420,11807 His Majesty,4,9,0,1095,1298
6,618425,Packemin Morgue Cadaver Makers,11,2,0,1741,1252
10,618425,The Stu,11,2,0,1630,1268
11,618425,Danas  Dynasty,6,7,0,1362,1548
8,618425,Call Me Cleveland,8,5,0,1446,1393
2,618425,Bubba Smith,5,8,0,1531,1465
5,618425,Florida Scalp Hunters,8,5,0,1486,1342
4,618425, Ole Squatchin Bushpigs ,5,8,0,1431,1479
1,618425,Papa Bear,8,5,0,1445,1383
9,618425,Sanchez  Butt-Fumble,4,9,0,1291,1539
7,618425,40 oz. Mad Dawg,4,9,0,1312,1538
12,618425,Russells  Roosters,4,9,0,1255,1496
3,618425,Lucky  #12 ,4,9,0,1156,1381
1,618446,The Tan Mamba,10,2,0,1616,1276
4,618446,Team JAKEmeOFF,9,3,0,1707,1427
5,618446,Poppa Big Nutz!,6,6,0,1342,1380
9,618446,Smoking Green By The Graham,6,6,0,1404,1457
6,618446,Show me your TDs,5,7,0,1381,1438
2,618446,Completely Blitzed,3,9,0,1205,1421
8,618446,Frosted Lucky Charms,4,8,0,1353,1468
7,618446,Liam NEESON,5,7,0,1314,1455
2,618462,Pink Rockets,7,5,0,1176,1008
3,618462,Mr. Leftward Sloping Penis,8,4,0,1092,1005
7,618462,Black Sheep  Society,8,4,0,1257,1061
1,618462,Team Ramrod,9,3,0,1097,957
9,618462,Space Monkey  Mafia ,3,9,0,961,1158
6,618462,Prestige  Worldwide,7,5,0,1136,1139
5,618462,Cobra Kai,5,7,0,1084,1144
4,618462,Team Papa,1,11,0,757,1088
5,618463,Suffragette City,7,5,0,1400,1326
8,618463,Kick Asana!,6,6,0,1378,1280
1,618463,Yamaha Dreams,8,4,0,1310,1274
7,618463,Dominicks Devil Dogs ,7,5,0,1379,1346
3,618463,Saved by the Leveon,5,7,0,1366,1435
2,618463,Greek Cowboys,5,7,0,1292,1418
6,618463,Big Game Hunters,5,7,0,1262,1315
4,618463,A Team Has No Name,5,7,0,1293,1286
5,618464,Team Rogers,7,6,0,1653,1550
1,618464,GNV Gators Frial,9,4,0,1793,1555
4,618464,Team  Frial,6,7,0,1483,1576
2,618464,Team fletcher,7,6,0,1621,1518
3,618464,Team hall,4,9,0,1429,1685
6,618464,Michigan Salvatore,6,7,0,1481,1576
5,618476,NFL  Winos 1st Place,6,7,0,1573,1548
19,618476,Team Rein,5,8,0,1473,1624
18,618476,Comanche DAWGZ,4,9,0,1606,1640
2,618476,"Just Do It! Raiders, Baby!",5,8,0,1493,1616
6,618476,Dino might is Dynamite!,9,4,0,1632,1442
12,618476,Back2Back (reg) 4 the Brand!,9,4,0,1774,1504
1,618476,Eds Army,9,4,0,1640,1513
20,618476,Team  Free Freeze,4,9,0,1475,1670
3,618476,The Fighting Guinea Hens,9,4,0,1676,1444
7,618476,Under construction,5,8,0,1424,1765
11,618484,Carolinas BudLight30,10,3,0,2053,1870
1,618484,Philadelphia Douchebags,9,3,1,2113,1809
7,618484,Angry Llama,8,4,1,2129,1838
12,618484,Team MOJO!!,8,5,0,2028,1861
6,618484,Meridianville Mighty Mos,4,9,0,1816,1930
3,618484,Auburolina War Panthers,2,11,0,1383,2007
4,618484,Fear The Hat,4,9,0,1729,1884
9,618484,5 Points Abe,6,7,0,1985,2039
6,618485,REEDS  GANG,10,3,0,1234,966
2,618485,Team RastaGang,10,3,0,1232,959
8,618485,Mariota Magic,8,5,0,1314,1049
1,618485,Still Blazin,9,4,0,1196,978
10,618485,Team 10,6,7,0,975,1146
4,618485,Team 4,6,7,0,1040,1019
9,618485,Team 9,8,5,0,1097,1020
3,618485,Team 3,3,10,0,636,1028
7,618485,Team 7,1,12,0,783,1144
5,618485,Team 5,4,9,0,842,1040
4,618490,Team Rampurawala,10,3,0,1216,962
1,618490,Houston Hustlas,9,4,0,1151,1029
2,618490,Hopkin2thetop Zefdo,8,5,0,1185,1159
7,618490,O....Dell No,7,6,0,1150,1081
10,618490,Gronk-ey Punch,7,6,0,1241,1124
9,618490,The Brady Bunch,9,4,0,1139,1076
3,618490,Premature Jackson,5,8,0,1081,1132
8,618490,Team TPK,7,6,0,1124,1154
11,618490,Zoo Awesome,2,11,0,1054,1178
6,618490,Too many Cooks Spoil the Broth,5,8,0,1073,1181
5,618490,Erect  Dicker,4,9,0,945,1148
12,618490,Team Gomberawalla,5,8,0,998,1133
1,618493,Byrd  Gang,10,3,0,1465,1254
6,618493,BREES FOR BECKHAM,11,2,0,1641,1255
2,618493,Team Jakes 2,8,5,0,1383,1325
8,618493,peakscowboy .,8,5,0,1456,1436
5,618493,honey badger dont care,6,7,0,1527,1447
9,618493,Beast of the Northern Wild,7,6,0,1519,1321
4,618493,The Fake News,7,6,0,1520,1317
3,618493,Team Hayley,1,12,0,999,1654
10,618493,Bad Press,6,7,0,1305,1325
7,618493,50 Shades Of Clay,1,12,0,976,1457
3,618495,Light Switch,9,4,0,1203,1111
4,618495,Fred Davis,6,6,1,918,979
1,618495,Bahnsons Ballhogs,7,6,0,1017,950
6,618495,Donte Monqueef,11,2,0,1284,926
8,618495,612 BillyBar,5,6,2,1091,1136
10,618495,Team Old Bro,6,6,1,1162,1082
7,618495,Loiter Squad,5,7,1,1137,1089
5,618495,Red Barons Ballers,3,10,0,683,1035
2,618495,Mike Oxlong,4,8,1,1048,1133
9,618495,My Weiner,6,7,0,896,998
5,618514,Colorado Spitfire,9,4,0,1174,1058
2,618514,Team C,8,5,0,1108,1113
4,618514,Whats Men U Do,10,3,0,1224,910
1,618514,Quit lookin at me stupid,9,4,0,1160,963
8,618514,Cant Stop MasterPeyton,4,8,1,1086,1120
6,618514,Team Randolph,2,10,1,764,1002
7,618514,Forte Inch Ditka,5,8,0,838,1005
3,618514,Suck It,4,9,0,887,1070
5,618533,Long-Cox on the Line,11,3,0,1461,1105
10,618533,Feast Mode,11,3,0,1275,1152
2,618533,Team FuckYou!,7,6,1,1249,1276
6,618533,Ecclefechan  Sloths,9,5,0,1364,1202
1,618533,Forteress  Maximus,7,7,0,1170,1228
8,618533,Grid Iron Galacticos,5,9,0,1132,1295
7,618533,Antons  Young Team ,6,8,0,1215,1266
3,618533,Team Clueless,4,10,0,1130,1206
11,618533,Allans  Army,3,10,1,1130,1334
4,618533,Squawking Seagulls,6,8,0,1082,1144
12,618535,Berkshire Mounties,9,4,0,1158,1048
5,618535,East Carolina  Horned Frogs,9,4,0,1038,954
7,618535,Pack Pride,8,5,0,1198,1032
11,618535,Team Bueller,5,8,0,934,1012
4,618535,Gang Green,2,11,0,816,1101
10,618535,Deacon Blues,8,5,0,1102,1022
1,618535,Hoof Hearted,3,10,0,837,1064
3,618544,Over the  Dwayne Bowe,9,4,0,1711,1423
4,618544,Lebronville LEBRON_GOAT,10,3,0,1510,1293
2,618544,Team Andre,8,5,0,1397,1263
6,618544,Kobeville KOBE_GOAT,8,5,0,1524,1409
5,618544,Team Taco,2,11,0,1276,1581
1,618544,Young Ruxin,2,11,0,1101,1548
10,618545,Team Roe,8,5,0,1512,1286
4,618545,Your Worst Nightmare,11,2,0,1478,1288
5,618545,Met Your  Match,8,5,0,1386,1287
6,618545,Team Taco Tuesday,8,5,0,1382,1314
1,618545,Touchdown Syndrome,7,6,0,1360,1362
11,618545,Team Gerdes,5,8,0,1309,1380
8,618545,Taint Sniffer,5,8,0,1216,1323
12,618545,Bird Turd,5,8,0,1246,1400
13,618545,Laces Out,4,9,0,1107,1217
2,618545,The Vagatarian,4,9,0,1330,1467
1,618546,Chicken Wing Some Money,9,4,0,1567,1335
6,618546,I just Wentz in my pants,10,3,0,1647,1440
8,618546,Team bentley,5,8,0,1359,1357
5,618546,Platteville Pioneers,7,6,0,1438,1426
7,618546,Favre Dollar Footlong,3,10,0,1244,1553
2,618546,Flat Balls,5,8,0,1345,1491
13,618553,Intergalactic Convoy,7,6,0,1809,1779
12,618553,CLuB Mayhem,8,5,0,1605,1681
7,618553,Injury Prone,10,3,0,1915,1666
3,618553,Team Here for Beer,9,4,0,1839,1714
4,618553,Am I Winning,8,5,0,1808,1722
2,618553,Ally Rarrr!,8,5,0,1776,1672
15,618553,Drew Brees Is  My Fantasy QB,2,11,0,1600,1795
1,618553,RJH ::  Sufferin Fan +1,4,9,0,1580,1647
9,618553,Team Aimee,5,8,0,1483,1666
11,618553,Damnnn Daniel,4,9,0,1761,1834
11,618556,11 sucks,7,5,0,1187,1269
9,618556,Cippy Highroller,8,4,0,1428,1255
2,618556,4 Skyn,5,7,0,1303,1319
10,618556,Electric Avenue,8,4,0,1314,1099
6,618556,Uncle Seabs,6,6,0,1302,1306
12,618556,More Like Ezekiel idiot,7,5,0,1263,1244
7,618556,Whats Up Seabs,5,7,0,1336,1348
1,618556,Diggs out For Harambe ,9,3,0,1390,1222
4,618556,Billy Football,4,8,0,1235,1336
3,618556,Baby Dick Taylor ,5,7,0,1108,1187
8,618556,Gringo Mandingo,3,9,0,1069,1306
5,618556,Cincinnati Lions,5,7,0,1183,1227
1,618558,HUNTin fishin n LeVeon erryday,10,4,0,1489,1261
12,618558,Team Feith,10,4,0,1329,1233
9,618558,Spencer Onuffer,10,4,0,1424,1245
3,618558,Woydon Bombay and De3,12,2,0,1441,1141
10,618558,SCLSU Mud Dogs,8,6,0,1444,1256
13,618558,Minnesota Vikings,6,8,0,1206,1274
8,618558,Pimpin Aint Breesy,7,7,0,1244,1386
2,618558,Delanie Skywalkers,3,11,0,1158,1449
6,618558,The PittBirds,7,7,0,1324,1264
11,618558,Cleveland Browns,3,11,0,1049,1296
7,618558,"You Done Messed Up, A-A-Ron",4,10,0,1241,1341
5,618558,The Defibombs,4,10,0,1178,1380
15,618565,Kimler LaFleur,9,4,0,1129,1018
7,618565,Levene Price,9,4,0,1128,1040
12,618565,Zoos Cohen,9,4,0,1222,1064
19,618565,Mike Drop,10,3,0,1129,921
16,618565,Grammer Loscalzo,7,6,0,1120,1070
1,618565,JUST BUTT,6,7,0,1102,1115
4,618565,All Hands On Decker,4,9,0,1044,1131
20,618565,Perilli Moeller,8,5,0,1200,1122
13,618565,The Kongo,7,6,0,1092,1035
3,618565,Arner Ohanian,4,9,0,896,1109
8,618565,Lee Raisch,1,12,0,816,1106
6,618565,Brillman Sharkey,4,9,0,1015,1162
3,618567,Hot Dog,11,2,0,1152,904
6,618567,The City ,9,4,0,1216,964
1,618567,Team 1,8,5,0,1251,996
9,618567,Temple  Iguanas V,8,5,0,1213,953
2,618567,Team 2,6,7,0,1003,1063
8,618567,Donivans Dominators,5,8,0,934,996
7,618567,Team 7,7,6,0,1071,1021
5,618567,CAL INFINTY,4,9,0,816,1058
10,618567,Team 10,5,8,0,959,1178
4,618567,Team 4,2,11,0,652,1135
17,618575,Team Brydon,9,5,0,1977,1766
6,618575,The Toon Squad,11,3,0,2033,1789
7,618575,Clintonville Cigar Smokers,7,7,0,1816,1901
3,618575,Team X MAIL LADY,9,5,0,1950,1753
15,618575,Team Sweetness,7,7,0,1862,1746
18,618575,The Wild  West,7,7,0,1779,1914
14,618575,Wicks Trixs,7,7,0,1998,1947
1,618575,Nashport Hardhats,7,7,0,1848,1941
9,618575,P.C. Loonies,6,8,0,1993,2044
13,618575,Race Circle dead poodles,4,10,0,1830,2036
16,618575,Sweet Wills,6,8,0,1859,1931
10,618575,Little Giants,4,10,0,1836,2013
1,618579,Aaron Rodgers Isnt Gay,8,5,0,1271,1100
4,618579,The Real Daddy,10,3,0,1158,980
8,618579,King Little Dick,7,6,0,1149,1046
10,618579,Mr. Meeseeks,6,7,0,1186,1281
2,618579,Uncle Jimmys Christmas,9,4,0,1169,1094
14,618579,Team Russell,6,7,0,1046,1076
9,618579,Benny Frank TakesOnFantasy,7,6,0,1153,1155
12,618579,Devonta  Make Out?,6,7,0,1141,1200
7,618579,Everybody Does Raymond,5,8,0,1167,1082
6,618579,Team FOR LOVIEEEE,6,7,0,1127,1164
5,618579,Jim Vs Awesome Team,5,8,0,993,1097
13,618579,DRENT CHECK,3,10,0,869,1154
15,618587,G -  MEN,8,5,0,1359,1265
7,618587,Ghetto Bird #24,8,5,0,1312,1185
8,618587,The Wet Bandits,9,4,0,1300,1231
9,618587,Moore Football,8,5,0,1284,1143
16,618587,Team Meyer,8,5,0,1345,1240
14,618587,Team Bustyoass,8,5,0,1464,1331
6,618587,DAWG POUND,7,6,0,1236,1181
1,618587,Yep Nuke Em,4,9,0,1039,1254
2,618587,Saved By Le Bell,4,9,0,1229,1273
3,618587,The Lynch Mob,4,9,0,1098,1339
13,618747,Any Given Pwnday,5,8,0,1159,1209
11,618587,Bachmanity Insanity,7,6,0,1289,1202
12,618587,Team T-N-T,3,10,0,1071,1382
2,618588,Team Rafalak,13,1,0,1779,1320
7,618588,Team Johnson,10,4,0,1523,1338
8,618588,I didnt mean 2 auto draft :(,8,6,0,1567,1411
12,618588,It ErtzWhenEifert,11,3,0,1607,1366
4,618588,Team Lacava,5,9,0,1377,1489
9,618588,Buffalo white coat mafi,7,7,0,1468,1420
10,618588,BIG DADDY GOTARI,8,6,0,1340,1374
5,618588,Team Reitenour,5,9,0,1310,1460
1,618588,Bumblin Bengals,7,7,0,1438,1483
11,618588,Sergio Dipp,2,12,0,1271,1595
3,618588,The ChiDevil,4,10,0,1436,1470
6,618588,Show me state  Dogg Pound,4,10,0,1072,1462
16,618596,Team Leahy,9,5,0,1377,1224
18,618596,Team Dudones,8,6,0,1457,1291
15,618596,Team Blough,10,4,0,1334,1212
6,618596,The Ed Nelsons ,10,4,0,1445,1269
2,618596,Appys Stooges,9,5,0,1440,1258
10,618596,AGC Pirates,8,6,0,1483,1350
14,618596,Team Kyle,5,9,0,1272,1406
12,618596,Team Alonzi,3,11,0,1132,1447
5,618596,Team topazio,6,8,0,1333,1362
3,618596,Marks Dirty Sanchez,4,10,0,1286,1425
17,618596,New York ORoyal Rules,6,8,0,1242,1411
1,618596,Team Retta,6,8,0,1242,1387
10,618597,US Navy Seal Team 6,11,1,1,1626,1274
8,618597, Shut up And Play,9,4,0,1576,1477
2,618597,kicker inthepunt,9,4,0,1470,1279
7,618597,Fircrest Grave Diggers,9,4,0,1421,1302
4,618597,Inglorious Bradfords,5,7,1,1524,1423
1,618597,Team Dream Team,4,9,0,1423,1483
5,618597,Kim Jon Win,3,10,0,1264,1582
3,618597,Kelso Batchermen,7,6,0,1363,1335
6,618597,gresham kodiaks,5,8,0,1245,1533
9,618597,Sandy Pile O Poo,2,11,0,1273,1497
1,618599,Team Hatfield,7,4,0,1306,1136
13,618599,Team Buchholtz,6,5,0,1150,1091
3,618599,Team Woodward,7,4,0,1300,1091
4,618599,Team Lomax,9,2,0,1157,978
9,618599,Team Osmond,7,4,0,1199,1149
14,618599,Team McCarron,6,5,0,1132,1135
5,618599,Team Kaelin,5,6,0,1139,1097
10,618599,Team St Clair,4,7,0,1089,1304
2,618599,Team Gibson,5,6,0,1109,1150
8,618599,Team Hill,4,7,0,1028,1159
12,618599,Team Story,4,7,0,1127,1136
7,618599,Team Gabel,2,9,0,833,1143
2,618609,Cool better than you,10,2,1,1410,1172
3,618609,Team Hellcats,9,3,1,1514,1221
10,618609,Meatball Pirates,8,5,0,1450,1354
1,618609,ari commish,8,5,0,1285,1114
7,618609,Nova Dog Pound,7,6,0,1428,1444
6,618609,DEFCON GIF,8,5,0,1441,1382
11,618609,Team Stein,7,6,0,1378,1333
14,618609,Team  bluebird,5,8,0,1298,1353
13,618609,Team Zstein,6,6,1,1276,1333
12,618609,Team Mack attack,3,10,0,1188,1432
8,618609,Atlanta Steins,4,8,1,1122,1258
4,618609,alan eagles,1,12,0,903,1297
1,618612,MeetMeOnHere ItsGoingDown,9,4,0,1173,1101
9,618612,WAR  DADDY,8,5,0,1220,1146
3,618612,Bryan Team,8,5,0,1201,1110
8,618612,Team Mommasboy,8,5,0,1279,1052
6,618612,Terrys Toupees,6,7,0,1168,1138
2,618612,Mike   Vick ,7,6,0,1192,1139
4,618612,Tebows Before hoes,8,5,0,1193,1089
7,618612,Team Brown,2,10,1,903,1222
5,618612,Team WDE,6,7,0,1159,1173
10,618612,Discount Double Check,2,10,1,914,1232
9,618622,The Crazy Cat Lady,9,5,0,1511,1326
1,618622,Abdullah OblongAmendola,9,5,0,1525,1372
2,618622,Team Bubbles,10,4,0,1511,1409
11,618622,Team Pilcher,10,4,0,1398,1143
16,618622,Team Forster,6,8,0,1268,1390
14,618622,Gwennie2Bear 2,9,5,0,1476,1276
13,618622,Team Im New Here ,5,9,0,1301,1453
6,618622,Mother of  Dragons,8,6,0,1363,1263
5,618622,Hyde and  Tyreek,8,6,0,1332,1311
15,618622,Team Swart,3,11,0,1192,1440
17,618622,Team Filler,5,9,0,1275,1285
12,618622,Team Gamel,2,12,0,937,1423
9,618632,Team joKing,10,3,0,1256,1010
4,618632,VA Bangerz,8,5,0,1221,967
6,618632,OPPP LesGetItLesGo,10,3,0,1100,1017
8,618632,Killer 🐝 8,10,3,0,1255,1058
1,618632,TICKLE MY PICKL 8==D,5,8,0,988,1020
10,618632,G 10,6,7,0,1048,1029
5,618632,Team 5,7,6,0,1044,1047
2,618632,Team 2,2,11,0,909,1215
3,618632,Issawrap 3,5,8,0,972,1146
7,618632,Team 7,2,11,0,882,1164
6,618637,Team foster,8,5,0,1231,1060
5,618637,Team We Dem Boyz,9,4,0,1123,1169
1,618637,Bend It Like Beckhams Leg,8,5,0,1239,1070
11,618637,Chalupa Batman,8,5,0,1172,1146
9,618637,AUTO DRAFT KING,6,7,0,1138,1109
10,618637,Remember The Tight Ends,7,6,0,1236,1163
7,618637,Hanging with Mr Hernandez ,8,5,0,1101,1141
12,618637,Team RedZonedOut,6,7,0,1086,1156
8,618637,Tomahawk Choppas,6,7,0,1157,1106
3,618637,Team jamesjeff,4,9,0,1063,1147
4,618637,Team Fly Eagles Fly,2,11,0,861,1148
2,618637,Team Wakefield,6,7,0,1073,1065
16,618674,Thai Tornado,8,4,1,1452,1317
18,618674,What Can Brown Do For You?,7,6,0,1524,1425
19,618674,Dave Wallaces Son,9,4,0,1468,1220
11,618674,Boom Goesthedynamite,8,4,1,1324,1255
1,618674,The Rippin N The Tearin,7,6,0,1328,1344
12,618674,Team Augustine,6,7,0,1318,1348
17,618674,Brave Brave Sir Robin,3,10,0,1243,1439
9,618674,Wakkanai Ninjas,7,6,0,1305,1285
13,618674,Afraid I Just Blue Myself,6,7,0,1304,1333
15,618674,Excessive Celebration,3,10,0,1134,1433
8,618676,Legion Of Doom,9,4,0,1480,1450
2,618676,Go Blue,6,6,1,1511,1339
7,618676,D Z,9,4,0,1612,1491
4,618676,Take That L (With a Z),11,2,0,1678,1307
3,618676,Kansas City Chefs,4,9,0,1422,1548
1,618676,Beaver Believer,6,7,0,1483,1416
5,618676,Nebraska Golden Chanters,4,8,1,1333,1580
6,618676,The Cop and The Hound ,2,11,0,1232,1620
4,618685,Team Gomez,7,6,0,8141,7490
1,618685,Aguil4r Supr4macy,9,4,0,7381,7194
10,618685,The Beast,9,4,0,6831,6126
7,618685,Team Perez,7,6,0,7481,7118
2,618685,Team Henderson,7,6,0,6984,6822
6,618685,Team Aguilar,4,9,0,5955,6975
8,618685,Team Huerta,4,9,0,6779,7510
5,618685,Team Sandoval,5,8,0,5589,5904
9,618695,2 Gurleys 1 Cup,9,5,0,1599,1384
3,618695,LEVEON A PRAYER,8,6,0,1491,1329
7,618695,PEI Potatoes,9,5,0,1416,1376
5,618695,My Ball Zach Ertz,9,5,0,1544,1486
1,618695,Hard Gore Porn,6,7,1,1341,1236
4,618695,Tickle Shits,6,8,0,1125,1292
6,618695,The Titsburg Feelers,8,6,0,1318,1315
2,618695,King of the Drews,4,10,0,1225,1410
10,618695,Zeake and Destroy,4,9,1,1299,1402
8,618695,Julio Jones BBQnFootMassage,6,8,0,1352,1480
3,618696,Kareem Pie,9,3,0,1266,1149
7,618696,Slob on My Bells,9,3,0,1241,1144
1,618696,Thomas Brady the Tank Engine,6,6,0,1240,1176
11,618696,Straight Cash Homie,7,5,0,1218,1094
12,618696,GreenBowlPacker GreenBowlPacker,6,6,0,1155,1129
2,618696,Team Flavaa Flea,6,6,0,1088,1099
9,618696,Los  Lynchers,3,9,0,1073,1232
6,618696,Drewskis 25 brewskis,6,6,0,1180,1208
5,618696,Zombs  And zah ,5,7,0,1094,1126
8,618696,Mamas Dumplings,3,9,0,972,1170
8,618700,Lazarows Pain Train,7,6,0,1688,1585
4,618700,Golden Taint,7,6,0,1797,1672
5,618700,MAKE FANTASY GREAT AGAIN,7,6,0,1604,1642
1,618700,The Comeback Kids,10,3,0,1734,1523
9,618700,Huntin fo Matty Green Ice,7,6,0,1673,1539
10,618700,RG3 MVP,7,6,0,1735,1641
6,618700,I Killed Cam,5,8,0,1457,1512
7,618700,Team Pastrich,5,8,0,1395,1596
2,618700,Ice Up Son,6,7,0,1489,1527
3,618700,Show me your TDs,4,9,0,1453,1789
1,618719,Gertys Gamecocks,6,7,0,1406,1355
2,618719,NI PLES,9,4,0,1401,1291
10,618719,Dirty South,8,5,0,1332,1366
5,618719,I Touchdown There,6,7,0,1322,1283
6,618719,Holy Frijoles!,8,5,0,1539,1298
9,618719,The Ambiguously Gay Duo,8,5,0,1376,1410
8,618719,The Speculatives,5,8,0,1261,1323
3,618719,Star Child,6,7,0,1259,1361
7,618719,Ace Whoopers,5,8,0,1310,1405
4,618719,Rural MN,4,9,0,1338,1453
12,618720,Erie intimidators,12,1,0,1200,817
3,618720,East KickinItAllDaWa,9,4,0,1010,922
21,618720,Firethecannons All Day,10,3,0,963,771
23,618720,New Era  Swat finest ,8,5,0,1095,983
8,618720,19St Smackthatass,8,5,0,1025,871
9,618720,Team Molo,6,7,0,929,986
5,618720,19st  orginal gettem boyz,4,9,0,876,973
20,618720,Jville Wack Jobs,8,5,0,954,859
18,618720,Team Minor,4,9,0,855,1064
11,618720,WE FlYhIgHD5,7,6,0,1052,939
1,618720,austin brickkickas,4,9,0,750,915
6,618720,9 St. Silverbacks,6,7,0,857,859
15,618720,Baracks Boys,4,9,0,796,977
19,618720,Team omac,1,12,0,653,1079
2,618723,Game of Bros,9,4,0,1452,1374
10,618723,Brian Hauth,10,3,0,1542,1255
11,618723,Eric Luth,9,4,0,1503,1353
4,618723,"Dan  "" The Suess""",7,6,0,1439,1423
9,618723,Commander of Awesome,7,6,0,1390,1221
8,618723,Josh McKinney,7,6,0,1306,1377
7,618723,Kris Hodne,3,10,0,1281,1401
12,618723,KeTCHiKaN KiTTy KaTZ,4,9,0,1231,1380
3,618723,Polt Dubel,6,7,0,1322,1316
6,618723,Todd Ullom,5,8,0,1355,1460
1,618723,Livin La Mariota,5,8,0,1168,1343
5,618723,Eric Vogel,6,7,0,1274,1360
7,618725,Team Kuhle,9,5,0,1715,1542
2,618725,Scobee Wan Kenobi,10,4,0,1727,1437
1,618725,Luck Dynasty,9,5,0,1674,1503
9,618725,Pork  Bellies,8,6,0,1592,1512
8,618725,Team Bradley,6,8,0,1403,1482
6,618725,Southern Rebels,7,7,0,1362,1476
4,618725,Bears Wolfpack,7,7,0,1594,1506
3,618725,Dodge County Thunder Rats,4,10,0,1289,1523
10,618725,Syracuse Dominators,6,8,0,1501,1616
5,618725,Midway Monsters,4,10,0,1356,1616
8,618730,Mighty Big Dickfords,7,5,0,934,936
7,618730,Rice Elevator Knockouts,7,4,1,1069,994
5,618730,Vinces Buffet Ballers,8,4,0,1110,953
9,618730,Team Eaglebeakers,8,4,0,1091,1004
11,618730,Shivers DaIceQween,5,7,0,960,1051
10,618730,2 Balls  On the Clown,6,6,0,1006,1008
4,618730,Proud To Be An Americanzi,6,6,0,1073,941
1,618730,Team ACL,4,8,0,898,1049
6,618730,Ralph Hild Tan N Car Wash,3,9,0,662,901
2,618730,CSI HERNANDEZ,5,6,1,1021,987
7,618741,Rarrelle Devis,8,4,0,1041,956
12,618741,Team AThomas,9,3,0,1121,910
3,618741,Team WATSON,6,4,2,974,922
5,618741,Team Bellamy,8,3,1,950,867
1,618741,Team Ealey,6,5,1,979,877
10,618741,Team James,6,5,0,903,873
13,618741,Team Van Horn,6,6,0,872,937
8,618741,Straight Cash,2,10,0,776,1008
9,618741,Niners 56,4,7,0,828,905
15,618741,Team Ostrander,3,9,0,806,1054
6,618741,Team Brewer,5,7,0,953,894
14,618747,His Name Was Wylis,11,2,0,1117,886
9,618747,BadNews Barnes,9,4,0,1213,1077
12,618747,Make Ameer  Great Again,9,4,0,1423,1139
3,618747,Bend the Knee,9,4,0,1166,1094
6,618747,Team PEEproofSHEETS,7,6,0,1145,1073
10,618747,Whiskey Empire,8,5,0,1084,991
1,618747,The Rivers Wild,6,7,0,1088,1198
11,618747,Hanging BRAINtree,3,10,0,1085,1202
8,618747,"Bowen, Breaker of Chains",7,6,0,1015,1147
4,618747,Busted Ligaments,4,9,0,984,1095
5,618747,Team Signorelli,5,8,0,1021,1101
7,618747,"Buena Suerte, Thomas Duarte",5,8,0,1071,1098
2,618747,Hot Pie-O-My,3,10,0,851,1113
9,618763,Cutler MVP,9,4,0,1164,985
2,618763,Sacre-bleu 14,12,1,0,1349,919
7,618763,Team garner,9,4,0,1178,1028
8,618763,Team Roger That,7,6,0,1020,964
6,618763,Team 6,4,9,0,974,1035
10,618763,Im Nucking Futz 9,6,7,0,1010,981
4,618763,Team GMAN11,4,9,0,950,1126
3,618763,Team 3,6,7,0,830,988
5,618763,WhoDatNation17 Saints,3,10,0,903,1128
1,618763,Team Dubs,5,8,0,718,943
9,618774,Big Slickowski,8,5,0,1473,1299
4,618774,Knockin on Evans door,8,4,1,1320,1224
5,618774,Jordy You Can Drive My Carr,8,5,0,1292,1325
12,618774,More Lev Bell ,7,5,1,1590,1329
10,618774,Man Getting Hit By Football,8,5,0,1317,1266
11,618774,Dreaded Mittens,8,5,0,1422,1281
2,618774,Ezekiel  Schmezekiel,4,9,0,1145,1390
3,618774,Lowe Rider,6,7,0,1322,1303
7,618774,Hingle  McCringleberry,4,9,0,1285,1446
